2020-01-01,1,copain.57leucate,"1,00","0,38"
2020-11-13,1,Bellou-2009,"2,00","0,41"
2020-11-13,1,beaucamps80,"5,45","0,51"
2020-11-14,1,patbar74210,"1,45","0,39"
2020-11-14,1,fr.domi2012,"3,35","0,45"
2020-11-14,3,polska62,"2,00","0,00"
2020-11-14,1,Sabte_13,"3,35","0,45"
2020-11-16,10,andre.guerin76,"11,50","0,00"
2020-11-14,x,patbar74210,"3,00","0,00"
2020-11-17,1,Franvi_088,"2,85","0,43"
2020-11-18,1,Michj-36,"2,85","0,43"
2020-11-19,1,bibi155,"4,35","0,48"
2020-11-21,6,pcsap,"11,12","0,00"
2020-11-21,1,herhervanl,"6,90","0,55"
2020-11-22,4,3191blot,"5,85","0,52"
2020-11-22,1,fr.domi2012,"3,91","0,46"
2020-11-22,1,opale9581,"1,95","0,41"
2020-11-22,1,francis54450,"3,85","0,46"
2020-11-23,1,titi802009,"4,94","0,49"
2020-11-22,1,micmi_6672,"2,00","0,41"
2020-11-24,3,isabellem7273,"10,85","0,66"
2020-11-24,2,titi802009,"9,66","0,63"
2020-11-26,1,pascalebichette,"2,92","0,43"
2020-11-27,1,clafou0,"2,15","0,41"
2020-11-28,2,polska62,"3,57","0,00"
2020-12-01,1,romont_fr,"14,44","0,77"
2020-12-03,1,monober67,"4,15","0,47"
2020-12-03,x,cartonanard,"9,03","0,00"
2020-12-03,2,proue44,"3,45","0,45"
2020-12-04,2,Jeremy13_03,"14,11","0,76"
2020-12-06,1,clafou0,"2,35","0,42"
2020-12-07,1,labreizh56,"2,35","0,42"
2020-12-07,1,jersey99pascale,"1,65","0,40"
2020-12-08,1,izakoum76,"3,85","0,46"
2020-12-08,1,titi802009,"3,04","0,44"
2020-12-08,1,daniel542209,"3,44","0,45"
2020-12-08,1,Jeronimo-31,"8,60","0,60"
2020-12-08,3,elocachou,"5,50","0,51"
2020-12-09,1,moirene23349,"3,35","0,45"
2020-12-09,1,claudelemaire17wanadoofr2013,"3,35","0,45"
2020-12-10,1,bianci62,"3,85","0,46"
2020-12-10,1,Jeremy_1303,"3,85","0,46"
2020-12-13,1,jeanlouis1946,"7,35","0,56"
2020-12-14,1,jrjr1925,"3,85","0,46"
2020-12-15,2,pascalebichette,"2,55","0,42"
2020-12-19,1,clafou0,"2,05","0,41"
2020-12-19,2,melvyndesert,"4,66","0,49"
2020-12-20,1,chris_adamc,"7,29","0,56"
2020-12-20,1,jola5092,"2,85","0,43"
2020-12-23,4,arytmi,"2,30","0,00"
2020-12-23,1,gerjac49,"5,35","0,00"
2020-12-23,1,domdom0546,"4,08","0,47"
2020-12-23,1,Alaf-3209,"3,50","0,45"
2020-12-26,1,k.alain.7,"3,50","0,45"
2020-12-26,1,Michj-36,"1,80","0,40"
2020-12-26,3,Didso₈,"5,85","0,52"
2020-12-26,1,clafou0,"2,35","0,42"
2020-12-27,1,papiloule,"2,85","0,43"
2020-12-27,1,papiloule,"3,95","0,46"
2020-12-27,1,edmcarpe0,"14,44","0,77"
2020-12-28,x,andre.guerin76,"10,00","0,00"
2020-12-28,x,andre.guerin76,"6,50","0,00"
2020-12-29,1,pejo6257,"1,80","0,40"
2020-12-29,1,papiloule,"5,20","0,50"
2020-12-31,1,domdom0546,"1,40","0,39"
2019-01-04,1,grece_2009,"2,09","0,32"
2019-01-04,3,titefouine911,"4,09","0,39"
2019-01-04,9,pcsap,"4,5","0,4"
2019-01-04,1,thuilmiche,"1,48",0
2019-01-06,1,richafr_fyvasg,"2,59","0,34"
2019-01-06,1,itou72,2,0
2019-01-06,1,flopas25,"2,08","0,32"
2019-01-06,2,mti671,"2,46","0,33"
2019-01-09,1,chausson-2,"0,5","0,27"
2019-01-11,5,proue44,"1,48","0,3"
2019-01-11,3,trompette1940,"3,5","0,37"
2019-01-11,1,bianci62,"1,88","0,31"
2019-01-11,1,cob92,"2,69","0,34"
2019-01-11,1,poulette1383,"2,25","0,33"
2019-01-15,1,annemaras,"1,58","0,3"
2019-01-15,1,lambart1213,"1,88","0,31"
2019-01-17,1,hiffie,"2,11",0
2019-01-18,2,Jeronimo-31,"1,7","0,31"
2019-01-18,1,henr_douc,"1,58","0,3"
2019-01-22,1,orela33,"0,8",0
2019-01-22,3,isabellem7273,"6,4","0,47"
2019-01-22,3,thuilmiche,"2,78",0
2019-01-26,8,vecenet,"2,68","0,34"
2019-01-26,10,pcsap,"4,5","0,4"
2019-01-26,1,francis54450,"1,58","0,3"
2019-01-26,1,poulette1383,"1,28","0,29"
2019-01-26,1,alexan94,"3,38","0,36"
2019-02-01,2,poulette1383,"2,4","0,33"
2019-02-01,1,dominiqudeboevr0,"0,98",0
2019-02-01,1,mounette-16071960,"1,88","0,31"
2019-02-01,1,claudelemaire17wanadoofr2013,"1,99","0,32"
2019-02-02,1,yve-audr,"1,48","0,3"
2019-02-02,3,patbar74210,"2,88","0,35"
2019-02-02,1, vertvertmichel,"6,38","0,47"
2019-02-03,1,sofissoweb,"0,98","0,28"
2019-02-03,1,cochr_c_hb4v6b,"1,58","0,3"
2019-02-03,1,1948cricrival,"1,58","0,3"
2019-02-03,1,louimiramo0,"1,58","0,3"
2019-02-04,3,Jeronimo-31,"1,68","0,31"
2019-02-04,6,cob92,"6,88","0,73"
2019-02-05,2,herhervanl,"5,01","0,42"
2019-02-06,1,danieletouzi0,"1,48","0,3"
2019-02-07,3,bobquatre,"3,3",0
2019-02-07,1,bouc4532,"5,5","0,44"
2019-02-07,1,kaoru11512,"1,88","0,31"
2019-02-08,1,olivierou_4,"0,98","0,28"
2019-02-09,1,lego.jean,"1,88",0
2019-02-12,1,bouc4532,"4,38","0,4"
2019-02-13,1,6041sergeb,"3,38","0,36"
2019-02-15,1,isabellem7273,"5,38","0,43"
2019-02-17,1,ezabizi,"1,55","0,3"
2019-02-18,2,thuilmiche,"0,3",0
2019-02-21,1,vanelie911,"3,38","0,36"
2019-02-21,1,pascalebichette,"2,38","0,33"
2019-02-23,3,jacquescollectiontimbres,"5,44","0,64"
2019-02-24,1,melvyndesert,"2,38","0,33"
2019-02-24,1,grece_2009,"3,88","0,38"
2019-02-24,5,cob92,"5,79","0,45"
2019-02-24,1,arytmi,"1,1",0
2019-02-28,1,grece_2009,"2,88","0,35"
2019-02-28,1,nounet21-2007,"2,88","0,35"
2019-02-28,1,cob92,"2,38","0,33"
2019-03-01,2,cob92,"1,6",0
2019-03-04,5,cob92,"9,48","0,57"
2019-03-04,2,epauledemix2012,"2,46","0,33"
2019-03-04,2,pascalebichette,"2,62","0,34"
2019-03-04,1,thuilmiche,1,0
2019-03-04,12,pcsap,"3,66","1,76"
2019-03-07,2,1papouvert,"2,68","0,34"
2019-03-07,1,nounet21-2007,"2,58","0,34"
2019-03-09,1,cob92,"1,38","0,3"
2019-03-09,4,herhervanl,"3,58","0,37"
2019-03-11,1,jeanlouis1946,"0,98","0,28"
2019-03-14,2,petanque936,"2,08",0
2019-03-14,3,pascalebichette,"1,28","0,29"
2019-03-17,2,jeroboam62,"2,88","0,35"
2019-03-17,1,chrislarmor,"1,63","0,31"
2019-03-17,2,malhove,"4,83","0,41"
2019-03-18,2,marie-hmi-0,"1,96","0,56"
2019-03-20,1,grece_2009,"1,08","0,29"
2019-03-25,1,michel010152,"6,38","0,47"
2019-03-26,2,thuilmiche,"3,68",0
2019-03-26,1,andrmayeu0,"4,88","0,42"
2019-03-26,1,gege64o559,"1,58","0,3"
2019-03-26,2,phildes_17,"3,48","0,37"
2019-03-26,1,dangay.2013,"2,18","0,32"
2019-03-26,1,epauledemix2012,"5,38","0,43"
2019-03-26,4,cob92,"4,98","0,42"
2019-03-29,1,berbern_g7fy4,"1,38","0,3"
2019-03-29,1,duthe-anai,"1,48","0,3"
2019-03-29,1,flopas25,"1,88","0,31"
2019-03-31,10,touristemoto,"2,58","0,34"
2019-03-31,1,francois82100,"1,08","0,29"
2019-03-31,1,gercoc-98,"0,98","0,28"
2019-03-31,2,sengal34,"2,28","0,33"
2019-04-02,1,rene23349,"2,08","0,32"
2019-04-02,1,gege64o559,"5,38","0,43"
2019-04-02,2,jpplan83,"6,26","0,46"
2019-04-02,2,clafou0,"4,76","0,41"
2019-04-02,2,pascalebichette,"2,3","0,33"
2019-04-04,1,chris-4648,"4,88","0,42"
2019-04-04,1,2015frtomas,"2,88","0,35"
2019-04-04,1,Yvebrianso,"2,38","0,33"
2019-04-08,2,mti671,"2,08","0,32"
2019-04-08,1,cachemisere54,"1,58","0,3"
2019-04-08,1,mbb36,"4,38",0
2019-04-08,3,elocachou12,"1,18","0,29"
2019-04-08,1,gege64o559,"2,08","0,32"
2019-04-08,4,cob92,"5,3","0,43"
2019-04-13,1,59bd52,"1,58","0,3"
2019-04-17,1,lenoyellois,"2,88","0,35"
2019-04-19,6,elocachou12,"1,58","0,3"
2019-04-19,1,grece_2009,"2,63","0,34"
2019-04-21,5,arytmi,"1,49",0
2019-04-21,1,timbrer007,"0,98","0,28"
2019-04-21,1,6041sergeb,"2,38","0,33"
2019-04-23,1,jack11150,"3,38","0,36"
2019-04-23,1,drobert6957,"2,88","0,35"
2019-04-23,1,patje78,"2,08","0,32"
2019-04-23,1,bernard1237,"1,58",0
2019-04-26,1,laurent-dub63,"1,88","0,31"
2019-04-26,1,xmy5562014,"2,88","0,35"
2019-04-28,1,oboi7399,"1,58","0,3"
2019-04-28,1,faanand-nlpmzygo,"3,08","0,35"
2019-05-01,14,pcsap,"5,14",0
2019-05-02,1,yancau0,"2,88","0,35"
2019-05-02,2,jeanlouis1946,"4,38","0,4"
2019-05-02,9,cob92,"11,93","0,66"
2019-05-06,1,oboi7399,"2,88","0,35"
2019-05-07,1,grece_2009,"1,58","0,3"
2019-05-08,2,281870,"2,96","0,35"
2019-05-08,1,jeroboam62,"1,88","0,31"
2019-05-09,1,claudeb5944,"3,38","0,36"
2019-05-11,1,jeanlouis1946,"1,88","0,31"
2019-05-11,1,mbb36,"4,88",0
2019-05-14,1,lenoyellois,"2,88","0,35"
2019-05-15,1,couta2014,"1,88","0,31"
2019-05-15,7,noelvaure,"5,48","0,44"
2019-05-15,1,td9141,1,"0,28"
2019-05-16,1,3782philippe,"2,38","0,33"
2019-05-17,3,francis54450,"5,08","0,42"
2019-05-17,1,grece_2009,"2,38","0,33"
2019-05-20,7,jeronimo-31,"3,88","0,38"
2019-05-21,1,jpicq,"1,68","0,31"
2019-05-21,2,jeanlouis1946,"5,26","0,43"
2019-05-21,1,jorge94170,"2,88","0,35"
2019-05-22,3,avivarelli,"6,56","0,73"
2019-05-23,1,jeanlouis1946,"4,63","0,41"
2019-05-23,4,jacques351,"2,48",0
2019-05-23,3,jeroboam62,"1,68","0,31"
2019-05-27,2,3782philippe,"2,28","0,33"
2019-05-27,1,flopas25,"1,88","0,31"
2019-05-31,1,phildes_17,"1,58","0,3"
2019-05-31,1,moijla69,"3,38","0,36"
2019-05-31,2,moisajeanc,"2,28","0,33"
2019-06-01,5,cob92,"4,13","0,39"
2019-06-01,1,ramses234000,"2,38","0,33"
2019-06-04,1,jeanlouis1946,"1,48","0,3"
2019-06-04,1,1948cricrival,"1,88","0,31"
2019-06-06,3,arytmi,"2,47",0
2019-06-09,1,247christophe,"2,88","0,43"
2019-06-10,2,vertvertmichel,"4,58","0,48"
2019-06-10,3,sevel0,"3,78",0
2019-06-11,1,alai.colom,"0,98","0,38"
2019-06-12,1,michel010152,"2,08","0,41"
2019-06-12,2,vieuxtimbre,"2,48","0,42"
2019-06-12,3,vertvertmichel,"3,58","0,45"
2019-06-12,3,frit0_1,"1,38","0,39"
2019-06-12,1,jeff54600,"1,68","0,4"
2019-06-12,1,annemaras,"2,18","0,41"
2019-06-12,1,6041sergeb,"3,88","0,46"
2019-06-13,3,gonzas33,"4,64","0,48"
2019-06-13,14,pcsap,"6,66","1,76"
2019-06-17,3,gonzas33,"1,18","0,38"
2019-06-17,1,cob92,"2,38","0,42"
2019-06-20,1,mipp-2013,"2,55","0,42"
2019-06-20,1,beatamb0,"1,85","0,4"
2019-06-22,1,melvyndesert,"3,55","0,41"
2019-06-22,1,angreg_4993,1,"0,38"
2019-06-25,1,saggradda,"2,35","0,42"
2019-06-26,1,marie-hmi-0,"0,98","0,38"
2019-06-27,2,bernard1237,"4,98",0
2019-06-27,2,isabellem7273,"5,18","0,5"
2019-06-27,1,olivierzitoune84,"1,08","0,38"
2019-06-27,3,small2bernadette,"4,44","0,48"
2019-06-28,4,cob92,"2,78","0,43"
2019-06-29,6,proue44,"8,38","0,59"
2019-07-02,1,titefouine911,"2,88","0,43"
2019-07-03,4,pascalebichette,"4,81","0,49"
2019-07-04,3,herhervanl,"6,38","0,54"
2019-07-07,1,annemaras,"3,05","0,44"
2019-07-08,1,grece_2009,"5,88","0,52"
2019-07-08,2,adeline397,"3,38","0,45"
2019-07-08,1,2015frtomas,"2,18","0,41"
2019-07-08,1,marie-hmi-0,"1,88","0,4"
2019-07-13,1,jeanlouis1946,"1,58","0,4"
2019-07-14,1,jeff54600,"1,58","0,4"
2019-07-14,1,mony10christian,"6,38","0,54"
2019-07-15,6,281870,"4,88","0,49"
2019-07-15,1,jack11150,"4,38","0,48"
2019-07-16,1,titefouine911,"1,68","0,4"
2019-07-16,1,jeanlouis1946,"3,48","0,45"
2019-07-17,2,proue44,"1,58","0,4"
2019-07-17,4,sevel0,"5,28","0,5"
2019-07-17,4,jeroboam62,"3,88","0,46"
2019-07-17,2,vieuxtimbre,"3,08","0,44"
2019-07-19,2,francois82100,"3,33","0,45"
2019-07-20,1,jeanlouis1946,"2,49","0,42"
2019-07-22,1,zk13690,"1,08","0,38"
2019-07-22,2,grece_2009,"8,08","0,58"
2019-07-21,1,saggradda,"2,18","0,41"
2019-07-22,2,alain7669,"4,16","0,47"
2019-07-23,1,herhervanl,"2,38","0,42"
2019-07-23,10,melvyndesert,"11,38","0,68"
2019-07-25,4,281870,"3,68","0,46"
2019-07-25,1,jeff54600,2,"0,41"
2019-07-27,4,titefouine911,"3,38","0,45"
2019-07-28,1,grece_2009,"2,88","0,43"
2019-07-28,2,baure61,"3,51","0,45"
2019-07-30,1,saggradda,"7,38","0,56"
2019-07-30,1,piedu21,"1,08","0,38"
2019-07-31,3,cob92,"5,78","0,52"
2019-08-02,1,1948cricrival,"2,18","0,41"
2019-08-02,2,patbar74210,"2,48","0,42"
2019-08-02,2,mti671,"2,48","0,42"
2019-08-07,3,proue44,"4,28","0,47"
2019-08-07,1,pascalebichette,"1,8","0,4"
2019-08-07,1,kanard59,"1,68",0
2019-08-10,4,thuilmiche,"5,01",0
2019-08-18,4,didso_8,"3,88","0,46"
2019-08-18,1,cedver,"1,58","0,4"
2019-08-19,2,k.alain.7,"2,28","0,42"
2019-08-20,1,beatricebeata45,"1,18","0,38"
2019-08-21,1,onober67,"3,88","0,46"
2019-08-22,2,drobert6957,"1,08","0,38"
2019-08-25,1,rene23349,"3,88","0,46"
2019-08-25,9,pascalebichette,"1,88","0,4"
2019-08-26,20,elocachou12,"4,88","0,49"
2019-08-27,2,jacques351,"1,38",0
2019-08-29,31,miccol_36,"6,18","0,53"
2019-08-30,9,herhervanl,"4,78","0,49"
2019-08-31,3,jeroboam62,"2,68","0,43"
2019-08-31,14,jeronimo-31,"2,98","0,44"
2019-08-31,1,mistigri61,"2,38","0,42"
2019-09-01,2,vertvertmichel,"1,1","0,38"
2019-09-01,1,claudpressoi-0,"2,48","0,42"
2019-09-02,1,zk13690,"1,68","0,4"
2019-09-06,11,pascalebichette,"5,5","0,86"
2019-09-06,6,xtophe-2013,"3,78","0,46"
2019-09-07,1,beatricebeata45,"3,38","0,45"
2019-09-08,25,elocachou12,"4,88","0,49"
2019-09-09,5,281870,"3,58","0,45"
2019-09-09,1,jersey99pascale,"1,78","0,4"
2019-09-10,1,francigasni0,"2,88","0,43"
2019-09-11,1,gb94000,"1,68","0,4"
2019-09-12,12,jeronimo-31,"2,88","0,43"
2019-09-13,1,chrispren-0,"1,88","0,4"
2019-09-13,3,philien67,"3,85","0,46"
2019-09-13,1,valeriane13,"0,98","0,38"
2019-09-13,3,olivierzitoune84,"1,68","0,4"
2019-09-13,3,philien67,"3,85","0,46"
2019-09-13,15,georgecangian_0,"15,78",0
2019-09-15,1,jeff54600,"2,18","0,41"
2019-09-15,5,pcsap,"3,33",0
2019-09-15,4,benmoto52,"2,48","0,42"
2019-09-18,11,pascalebichette,"3,68","0,46"
2019-09-18,1,1948cricrival,"1,68","0,4"
2019-09-18,8,cob92,"6,77","0,55"
2019-09-19,2,proue44,"1,18","0,38"
2019-09-19,4,selkisvalinka,"3,9","0,46"
2019-09-21,1,poulette1383,"2,38","0,42"
2019-09-21,1,francois82100,"1,88","0,4"
2019-09-22,16,herhervanl,"13,06","0,73"
2019-09-24,20,miccol_36,"3,38","0,45"
2019-09-25,13,elocachou12,"2,38","0,42"
2019-09-25,3,jmc056,"5,03","0,5"
2019-09-25,1,nocam52,"1,08","0,38"
2019-09-29,1,k.alain.7,"0,98","0,38"
2019-09-29,5,pascalebichette,"2,39","0,42"
2019-10-01,6,herhervanl,"5,38","0,51"
2019-10-01,6,valeriane13,"1,88","0,4"
2019-10-01,1,k.alain.7,"2,55","0,42"
2019-10-01,1,88honorine,"0,98","0,38"
2019-10-02,6,valeriane13,"1,88","0,4"
2019-10-04,2,2818170,"4,5",0
2019-10-05,7,boxoejocel,"5,61",
2019-10-06,16,miccol_36,"3,08","0,44"
2019-10-07,6,herhervanl,"4,93","0,49"
2019-10-08,5,pascalebichette,"2,74","0,43"
2019-10-08,4,gunauti_0,"2,68","0,43"
2019-10-08,1,henr_douc,"1,68","0,4"
2019-10-08,1,mony10christian,"2,35","0,42"
2019-10-09,4,proue44,"1,38","0,39"
2019-10-09,2,couta2014,"3,38","0,45"
2019-10-09,2,nouca2411,"1,88","0,4"
2019-10-10,3,herhervanl,"5,45","0,51"
2019-10-10,3,jeroboam62,"2,28","0,42"
2019-10-10,1,drenec56,"2,1","0,41"
2019-10-11,2,stamps1955.h.f,"3,88","0,46"
2019-10-12,2,mariebernadette6797,"1,08","0,38"
2019-10-13,1,ratail88,"1,58","0,4"
2019-10-16,4,herhervanl,"3,68","0,46"
2019-10-19,1,xmy5562014,"0,98","0,38"
2019-10-20,16,jeronimo-31,"4,28","0,47"
2019-10-20,2,charlyjacqueline,"5,05","0,5"
2019-10-20,1,jeroboam62,"5,15","0,5"
2019-10-21,13,pascalebichette,"5,4","0,51"
2019-10-22,6,cob92,"1,48","0,39"
2019-10-22,1,lensois02100francoise,"1,88","0,4"
2019-10-22,2,1papouvert,"3,85","0,46"
2019-10-22,1,epauledemix2012,"2,38","0,42"
2019-10-23,20,miccol_36,"4,58","0,48"
2019-10-23,1,coldesm-32,"1,58","0,4"
2019-10-24,2,thi888,"2,96","0,44"
2019-10-24,5,herhervanl,"2,28","0,42"
2019-10-25,4,Gunauti,"3,9",0
2019-10-27,5,pascalebichette,"1,58","0,4"
2019-10-28,10,elocachou12,"2,38","0,42"
2019-10-31,1,09bruno64,"1,2","0,38"
2019-11-01,2,sylbour39,"2,2","0,41"
2019-11-02,1,Gunauti₀,"1,08","0,38"
2019-11-05,1,ccmga1,"1,2","0,38"
2019-11-06,1,cartonanard,"1,2","0,38"
2019-11-06,3,herhervanl,"5,14","0,5"
2019-11-07,1,grece_2009,"3,38","0,45"
2019-11-07,4,miccol_36,"1,98","0,41"
2019-11-08,6,bernard1237,"13,38",0
2019-11-08,1,duthe-anai,1,"0,38"
2019-11-09,1,francois82100,"1,2","0,38"
2019-11-09,1,roro1953,"1,2","0,38"
2019-11-10,6,gerjac49,"5,93","0,52"
2019-11-11,1,kadomi58,"1,2","0,38"
2019-11-11,2,bowie800,"2,2","0,76"
2019-11-12,8,elocachou12,"2,28","0,42"
2019-11-13,1,pascalebichette,"1,18","0,38"
2019-11-13,2,Gunauti₀,"2,96","0,78"
2019-11-13,1,phildes_17,"1,88","0,4"
2019-11-13,1,jeanclaude2351,"2,19","0,41"
2019-11-13,1,coldesm-32,"1,58","0,4"
2019-11-13,4,micmi_6672,"4,8","1,52"
2019-11-14,3,henr_douc,"1,48","0,39"
2019-11-14,1,molaylittry,"1,2","0,38"
2019-11-16,4,timbrer007,"4,3","0,47"
2019-11-17,1,drobert6957,"2,58","0,42"
2019-11-19,1,duthe-anai,"2,38","0,42"
2019-11-19,4,pcsap,"2,58",0
2019-11-20,1,manti2007 ,"3,88","0,46"
2019-11-20,1,palombe49,"2,58","0,42"
2019-11-21,2,melvyndesert,"5,88","0,52"
2019-11-22,1,molaylittry,"1,3","0,39"
2019-11-25,4,elocachou12,"1,78","0,4"
2019-11-25,2,proue44,"1,7","0,4"
2019-11-25,1,6041sergeb,"1,38","0,39"
2019-11-25,2,melvyndesert,"2,08","0,41"
2019-11-25,1,piedu21,"1,58","0,4"
2019-11-25,1,jpplan83,"3,08","0,44"
2019-11-28,1,cob92,"1,5","0,39"
2019-12-01,1,sylvie568,"1,3","0,39"
2019-12-01,1,francigasnie0,"0,98","0,38"
2019-12-03,1,alberdhenni0,"0,98","0,38"
2019-12-05,1,sylvie568,"3,08","0,44"
2019-12-05,8,mti671,"9,12","0,61"
2019-12-05,1,jola5092,"2,45","0,42"
2019-12-05,1,erloq47,1,"0,38"
2019-12-05,1,herhervanl,"5,05","0,5"
2019-12-05,1,2007estrela,"1,87","0,4"
2019-12-07,1,philmjce-0,1,"0,38"
2019-12-07,1,cyrwil,"1,2","0,38"
2019-12-07,1,vieuxtimbre,"1,2","0,38"
2019-12-08,1,mariethe*2015,"3,85","0,46"
2019-12-08,1,piedu21,"1,95","0,41"
2019-12-08,2,jfnenette.83,"4,08","0,47"
2019-12-08,1,281870,"2,38","0,42"
2019-12-08,3,cob92,"2,68","0,43"
2019-12-09,1,roro1953,"1,18","0,38"
2019-12-09,1,saggradda,"6,55","0,54"
2019-12-10,1,erloq47,1,"0,38"
2019-12-11,1,britonsurfer,"3,38","0,45"
2019-12-08,1,bernard1237,"3,88",0
2019-12-15,5,pascalebichette,"2,88","0,43"
2019-12-15,2,letertre72400,3,"0,78"
2019-12-16,1,chantaldlx83,"2,38","0,42"
2019-12-16,1,thi888,"4,05","0,47"
2019-12-18,2,psgilles2010,"3,96","0,46"
2019-12-18,1,Olivienavea-0,"4,05","0,47"
2019-12-19,1,roro1953,"3,05","0,44"
2019-12-21,5,arytmi,"1,9",0
2019-12-21,7,raillot,"5,25","0,5"
2019-12-18,1,Piese₂,"2,08",0
2019-12-25,5,leaut48,"2,25","0,42"
2019-12-25,2,cob92,"1,88","0,4"
2019-12-25,1,jpicq,"4,05","0,47"
2019-12-27,1,bianci62,"2,4","0,42"
2019-12-27,1,cartonanard,"2,66","0,43"
2019-12-28,1,Domi-9042,"1,2","0,38"
2019-12-28,1,bianci62,"2,3","0,42"
2019-12-28,1,gerardm76,"2,38","0,42"
2019-12-29,2,bernard1237,"5,38",0
2019-12-29,3,fr.domi2012,"10,38","0,64"
2019-12-31,2,jacqudute-0,"5,38","0,51"
2020-12-31,1,olilaha_0,"1,2","0,38"
